id,question,option_a,option_b,option_c,option_d,correct_option,batch,model_answer,model_answer_val
OIC-314-03-B,What is the main precursor to bladder tumors?,Chronic cystitis,Toxic cystitis,Bilharzia cystitis,Epidemiology,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-314-04-B,What is a common occupational exposure to bladder tumours?,Polycyclic Aromatic Hydrocarbons,Aromatic Amines and N-nitroso-dibutylamine,Coal Tar Pitch,Metallurgy,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-314-01-A,What is the main histological type of bladder tumour?,Urothelial Carcinoma,Bladder Tumour,Pyelonephritis,Carcinoid Tumour,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-314-02-B,What is the main risk factor for bladder tumours?,Smoking,Exposure to industrial carcinogens,Aromatic amines,Bladder inflammation/irritation,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-192-03-A,What are the main organ-specific and systemic autoimmune diseases?,Type 1 Diabetes,Multiple Sclerosis,Autoimmune Hepatopathies,Vitiligo,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-192-10-B,What is the main therapeutic objective for systemic autoimmune diseases?,Immunosuppression,Anti-inflammatory treatment,Pain management only,Regular exercise only,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-192-04-B,What is the main autoantibody family suggestive of systemic autoimmune disease?,Anti-nuclear antibodies,Native anti-DNA,Anti-U1RNP,Anti-Ro/SS-A,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-192-05-B,What is a characteristic feature of non-organ-specific autoimmune diseases?,Involvement of multiple organs,Presence of autoantibodies against specific antigens,Absence of autoantibodies against ubiquitous antigens,No involvement of any organs,a,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-192-02-B,What is the estimated prevalence of autoimmune diseases (AIDs) in developed countries?,1% - 2%,5-10% - 20%,0.01% - 0.05%,100% - 500%,a,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-192-01-A,What is the main difference between organ-specific and non-organ-specific autoimmune diseases?,Organ-specific,Non-organ-specific,Systemic,"Autoimmune response can occur in any tissue, regardless of location.",a,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-192-06-B,What is a characteristic of organ-specific autoimmune diseases?,They affect multiple organs simultaneously.,They can be caused by viral infections.,They are typically associated with an underlying genetic predisposition.,They have no known biological basis.,c,batch2,"{ ""answer_option"" : ""A""}",a
OIC-192-09-B,What is the minimum titre for anti-nuclear antibody (ANA) research?,1/80,1/160,1/200,0.5/100,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-192-07-B,What is a characteristic feature of hypocomplementemia in autoimmune diseases?,A decrease in C3 levels,An increase in C4 levels,A drop in CH50 levels,No change in complement levels,a,batch2,"{ ""answer_option"" : ""A""}",a
OIC-192-08-A,What is the typical pattern of haemogram abnormalities in IJD?,"Variable, with multiple mechanisms","Constantly elevated, with no correlation to disease activity","Decreased, with a strong association with renal failure","Normal, without any indication of underlying disease",a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-248-01-A,What is the main difference between Physical Activity (PA) and Sedentary Lifestyle?,Physical activity increases energy expenditure above resting value,Sedentary lifestyle has a higher energy expenditure than PA,Both PA and sedentary lifestyle have the same energy expenditure as PA,PA is only for people who are physically fit,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-248-03-B,What is the primary purpose of measuring physical activity levels in adults and children?,To identify individuals with a high risk of chronic diseases,To determine the average time spent sitting or lying down on a daily basis,To assess the energy expenditure associated with exercise,To evaluate the effectiveness of physical activity interventions,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-248-11-B,What is the recommended duration of moderate physical activity per day for children < 5 years?,15 minutes,30 minutes,60 minutes,90 minutes,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-248-06-A,What is the estimated percentage of deaths worldwide due to poor diet?,10%,15% ,25%,30%,b,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-248-10-B,What is recommended by the Haut Conseil de la Santé Publique for children aged 3-17 years?,Halve portion sizes,Increase calorie intake,Limit dairy products to 1 per day,No specific guidelines for children under 4 months,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-248-09-B,What is the recommended daily intake of nuts for adults?,One glass a day,No more than one handful a week,A small handful every other day,,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-248-07-A,What is a low level of physical activity associated with?,Increased risk of certain cancers,Decreased risk of total and cardiovascular mortality,Increased risk of type 2 diabetes,Reduced risk of bone demineralization in the elderly,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-248-13-B,What is the primary goal of nutrition in adults and children through primary prevention?,Stabilize weight,Improve mental health,Increase energy intake from fat,Reduce consumption of saturated fats and trans-fatty acids,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-248-04-B,What is recommended during an interview?,To ask the subject about their daily routine,To discuss their favorite sports team,To inquire about their family history,To talk about their hobbies outside of work,a,batch2,"{ ""answer_option"" : ""a""}",a
OIC-248-08-B,What is a common obstacle to nutritional behavior change?,Lack of awareness,Denial of consequences,Apprehension of constraints,Low self-efficacy,b,batch2,"{ ""answer_option"" : ""a""}",a
OIC-248-05-A,What is a key benefit of physical activity in children?,Boosts self-esteem,Increases anxiety and depression risk,Improves academic performance,Reduces chronic pain in adults only,c,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-248-12-A,What is the recommended serving size for dairy products?,2 servings a day,4 servings a day,1 serving a day,3 servings a day,b,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-248-02-A,What is the main difference between PA linked to travel and PA linked to professional or school activities?,PA linked to travel requires a minimum of 30 minutes of activity per day,"PA linked to travel can be done in any location, regardless of intensity",PA linked to travel is only suitable for children under the age of 5,PA linked to professional or school activities requires a minimum of 2 hours of activity per day,b,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-313-06-A,What is a common sign that may indicate the presence of testicular tumour?,"A firm, hard mass in the scrotum",Bilateral swelling and tenderness without loss of normal sensitivity,"Circumscribed, stony hardness with irregular shape",D. Enlarged breast tissue (gynecomastia),a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-313-09-B,What is the primary purpose of a thoraco-abdomino-pelvic CT scan in testicular tumours?,To detect lung metastases,To measure markers for prognostic evaluation and follow-up,To diagnose brain abnormalities,To confirm gynecomastia as a symptom of testicular cancer,b,batch2,"{ ""answer_option"" : ""a""}",a
OIC-313-02-B,What is the estimated annual number of seminoma cases in men under 35 years old?,1000,2000,2500,3000,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-313-11-B,What is the primary concern regarding concomitant andrological management in patients with testicular cancer?,Reducing the risk of infertility,Increasing the risk of infertility,Improving fertility outcomes after treatment,Maintaining normal serum testosterone levels,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-313-05-A,What is the most common presentation of a testicular tumour?,Asymptomatic,Testicular pain,Abdominal mass,Respiratory distress,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-313-07-A,What is the main step in the diagnostic process for testicular cancer?,Interrogation,Clinical Examination,Serum Biological Panel,Histological Positive Diagnosis,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-313-10-B,What is a characteristic feature of a Dermoid Cyst in children?,It appears as a small hypoechoic mass on ultrasound.,It has a characteristic 'onion skin' appearance on ultrasound.,It is typically associated with testicular cancer.,It is usually benign and does not require treatment.,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-313-03-B,What is the primary site of lymphatic metastasis for germ cell neoplasia 'in situ' (GNIS) in the testis?,Lungs,Liver,Brain,Bone,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-313-04-B,What is the main risk factor for germ cell tumours of the testis?,Personal or family history (1st degree),Cryptorchidism (2C-050),Regular use of cannabis,Isolated testicular microlithiasis is not a risk factor but requires biannual ultrasound monitoring when associated with risk factors for testicular cancer.,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-313-08-A,What percentage of testicular tumours are sensitive to ultrasound?,90%,95%,80%,100%,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-313-01-A,What is the main histological type of testicular tumours that are not germ cell tumours?,Seminomatous,Non-seminomatous,Mixed,Leydig cell tumour,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-279-03-A,What is the primary difference between a compensated stage of cirrhosis and decompensated cirrhosis?,The Child-Pugh score uses albumin levels to assess prognosis.,Ascites is used as a variable in both scores.,Prothrombin time is not a factor in the MELD score.,The five variables used to calculate the Child-Pugh score are all related to liver function.,c,batch2,"{ ""answer_option"" : ""B"" }",b
OIC-279-07-B,What is the most common cause of cirrhosis?,Excessive alcohol consumption,Genetic haemochromatosis,Chronic hepatitis C,Primary biliary cholangitis,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-279-13-B,What percentage of cirrhotic patients develop hepatocellular carcinoma (HCC)?,1-2%,5-10%,20-30%,0%,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-279-04-A,What is a characteristic feature of firm liver consistency in cirrhosis?,A palpable liver size,A normal liver size,An irregular lower edge,A soft liver,c,batch2,"{ ""answer_option"" : ""A""}",a
OIC-279-09-B,What is the primary treatment for cirrhosis secondary to chronic hepatitis B?,Antiviral treatment,Liver transplantation,Hepatitis C treatment,No specific treatment recommended,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-279-12-B,What is the primary goal in preventing hepatic encephalopathy?,Avoiding alcohol consumption,Using antibiotics to treat liver disease,Increasing the dosage of sedatives,Reducing the intake of dairy products,a,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-279-01-A,What is the main characteristic of cirrhosis?,A global disorganization of liver architecture,A localized inflammation of the liver,A sudden and reversible change in liver function,A temporary condition caused by a viral infection,a,batch2,"{ ""answer_option"" : ""A"" }",a
OIC-279-10-B,"What is the primary goal of managing cirrhosis and complications, including hepatic encephalopathy?",Improve liver function,Reduce symptoms,Increase blood flow to the liver,Decrease inflammation in the liver,b,batch2,"{ ""answer_option"" : ""a"" }",a
OIC-279-05-A,What is a common sign of liver failure in patients with cirrhosis?,A decrease in coagulation factors,An increase in bilirubinemia,A decrease in albumin levels,Macrocytosis,a,batch2,"{ ""answer_option"" : ""a"" }",a
