id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-351-07-A,Positive diagnosis,What is a key characteristic of the systematisation of delusional ideas in persistent delusional disorder?,Delusions are vague and lack logic,Delusions are highly structured and follow an apparent logical theme,Delusions are only present during times of stress or anxiety,There is no difference between systematised and unsystematised delusions in persistent delusional disorder,b
OIC-351-03-A,Definition,What are commonly included in the definition of acute delirium?,Only positive psychotic symptoms,"Positive psychotic symptoms, negative psychotic symptoms, depressive symptoms, and manic symptoms",Only hallucinations and delusional ideas,Symptoms of psychotic disorganization only,b
OIC-351-05-A,,What is a key principle for diagnosing acute delirious syndromes?,Focus only on the most common causes,Always prioritize non-psychiatric causes over psychiatric ones,Use a different diagnostic approach for patients with a history of psychiatric conditions,Assume that all delirious syndromes are caused by mania or depression,a
OIC-351-01-A,Definition,What defines agitation?,A state of calmness and relaxation.,Emotional tension with unproductive physical and mental hyperactivity.,A lack of motivation and energy.,A complete absence of feelings or emotions.,b
OIC-351-08-A,Positive diagnosis,What type of hallucination is often accompanied by voices that converse with each other or address the patient?,Visual Hallucinations,Auditory Hallucinations,Tactile Hallucinations,Cenesthetic Hallucinations,b
OIC-351-09-B,Positive diagnosis,What factors should raise concern for a non-psychiatric etiology in patients presenting with acute conditions?,Only confusional syndrome,Physical signs of infection or cardiovascular/respiratory failure,None of the above options are correct,"Abnormalities identified on neurological examination and general physical examination, but not other listed factors",b
OIC-351-12-A,Management,"According to age, what are the indications for hospitalization without consent?",Patients over 18 years old,Children under 14 years old and adults over 65 years old,Patients with severe mental illness only,Patients who can pay for their own treatment,b
OIC-197-07-B,,What type of spondyloarthritis does the ASAS 2009 classification criteria classify as axial or peripheral?,Peripheral Spondyloarthritis,Both axial and peripheral spondyloarthritis,Axial Spondyloarthritis,Only Peripheral Spondyloarthritis,c
OIC-197-05-A,Positive diagnosis,What is a primary symptom of Pelvic Spine Syndrome?,Localized joint pain,Inflammatory back pain and gluteal pain,Lameness in the lower limbs,Sausage toe or finger,b
OIC-197-14-B,,What is not a potential complication of Ankylosing Spondylitis (AS) in terms of long-term prognosis?,Restrictive lung disease,Osteoporosis and risk of fracture,Aortic insufficiency,Dilation of the dural cul-de-sac,d
OIC-197-01-A,Definition,What is the common characteristic among chronic inflammatory rheumatic diseases that share a common genetic background and clinical manifestations?,They all cause joint pain,They are all autoimmune diseases,They all have the same genetic mutations,They share an undifferentiated spondyloarthritis form,c
OIC-197-04-B,Physiopathology,What is the primary site affected by inflammation in spondyloarthritis?,Bone marrow,Joints,Entheses,Tendons,c
OIC-197-02-B,Epidemiology,When do symptoms of spondyloarthritis typically start?,At any age,After the age of 65,Generally before the age of 45,Only in people with a family history,c
OIC-197-08-B,Positive diagnosis,What are the primary types of spondyloarthritis?,"Ankylosing Spondylitis, Psoriatic Arthritis, Reactive Arthritis,",Axial and Peripheral Spondyloarthritis,Ankylosing Spondylitis and Chronic Inflammatory Enterocolopathies,Reactive Arthritis only,a
OIC-197-13-A,Management,What is a key consideration in the management of patients with spondyloarthritis?,"Regular physical activity and stopping smoking are important for overall health, but not directly related to treatment","Patients should receive 100% cover (ALD) for all forms of spondyloarthritis, regardless of severity",Coordination of therapeutic management between the rheumatologist and general practitioner is crucial for effective treatment,Non-steroidal anti-inflammatory drugs are often sufficient for managing spondyloarthritis symptoms,c
OIC-197-12-A,Complementary examinations,What is the primary use of radiography in spondyloarthritis?,To detect sacroiliitis,To evaluate restrictive impairment and fibrosis,To assess conduction disorders (AVB),Conventional radiography is not necessary for diagnosing spondyloarthritis,a
OIC-197-03-B,Physiopathology,What percentage of Caucasian populations have the HLA-B27 gene?,10%,6-8%,95%,99%,b
OIC-197-06-B,Positive diagnosis,What is a common extra-articular sign in patients with spondyloarthritis?,Nail abnormality,Diarrhoea due to Crohn's disease,Red and/or painful eye (acute anterior uveitis),Discovery of abnormalities on cardiac auscultation in rare cases,c
OIC-330-01-A,Management,What is a key mechanism by which nonsteroidal anti-inflammatory drugs (NSAIDs) exert their effects?,Reducing serotonin production,Inhibiting cyclooxygenase (COX) enzymes to reduce prostaglandin production,Blocking the activity of platelet-activating factor,Increasing the levels of endorphins in the brain,b
OIC-330-07-A,Management,What is the primary mechanism of action of low molecular weight heparin (LMWH) compared to unfractionated heparin (UFH)?,"LMWH inhibits both Xa and IIa coagulation factors equally, while UFH primarily inhibits IIa.","LMWH has a smaller molecular size than UFH, allowing it to bind directly to the antithrombin III (ATIII) protein.","LMWH only inhibits Xa coagulation factor, whereas UFH can both inhibit Xa and IIa factors.","UFH is activated by the presence of calcium ions, whereas LMWH does not require activation.",b
OIC-330-10-A,Management,What is the primary mechanism of action for Serotonin Reuptake Inhibitors (SSRIs)?,Blocking dopamine receptors in the brain.,Increasing serotonin levels by blocking its reabsorption into the neuron.,Decreasing the release of norepinephrine from presynaptic neurons.,Activating GABA receptors to enhance inhibitory neurotransmission.,b
OIC-330-08-A,Management,What is the primary mechanism of action for oral anticoagulants (OACs) such as apixaban and rivaroxaban?,Thrombin inhibition,Factor Xa inhibition,Inhibition of carboxylation of vitamin K-dependent factors,Direct thrombosis promotion,b
OIC-330-17-A,Management,How do opioid analgesics act on the endogenous pain control systems?,By blocking the release of neurotransmitters,"By binding to opiate receptors (mu, delta, kappa) in the brain, spinal cord, and periphery",By increasing the levels of serotonin and norepinephrine in the brain,By decreasing the activity of pain-sensing nerve fibers,b
OIC-330-09-A,Management,What is the primary mechanism by which benzodiazepines exert their therapeutic effects?,By directly blocking the action of neurotransmitters like GABA,"By inhibiting the breakdown of neurotransmitters, increasing synaptic availability","By mimicking the effects of endogenous neurotransmitters, enhancing inhibitory signaling",By stimulating the release of dopamine and other excitatory neurotransmitters,c
OIC-330-03-A,Management,Beta-blockers are competitive antagonists of β-adrenergic receptors. Which type of beta-blocker has intrinsic sympathomimetic activity?,"None, they do not have intrinsic sympathomimetic activity",All cardioselective beta-blockers without intrinsic sympathomimetic activity have it,Non-cardioselective beta-blockers with intrinsic sympathomimetic activity are Acebutolol and Celiprolol,"Beta-blockers do not have intrinsic sympathomimetic activity, only cardioselective ones",c
OIC-330-11-A,Management,What is the primary mechanism by which beta-blockers exert their therapeutic effect?,Blocking histamine receptors,Slowing the heart rate and reducing blood pressure by blocking beta-2 adrenergic receptors,Increasing the release of norepinephrine in the brain,Interfering with calcium channels to increase cardiac contractility,b
OIC-330-05-A,Management,What is the primary mechanism of action of calcium channel blockers?,Blocking potassium channels in cardiomyocytes,Reducing the inflow of calcium into cardiomyocytes and smooth muscle cells through binding to L-type calcium channels,Increasing the production of prostaglandins in vascular tissues,Decreasing the sensitivity of cardiac myocytes to epinephrine,b
OIC-330-12-A,Management,Which mechanism is primarily responsible for the antiepileptic drugs' efficacy?,Blockade of calcium channels,Reinforcement of GABAergic tone,Reduction of glutamatergic tone,Blockade of voltage-gated sodium channels,d
OIC-330-06-A,Management,"What is a characteristic of the mechanisms of action for Acetylsalicylic acid (ASA), Thienopyridines (Clopidogrel, Prasugrel), and Tricagrelor?",Inhibition of platelet activation by stimulating the synthesis of thromboxane A2,No significant inhibition or stimulation of platelet activation,Irreversible inhibition of the ADP-dependent platelet activation pathway (P2Y12 receptor antagonist),Reversible increase in platelet aggregation due to enhanced prostaglandin synthesis,c
