id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-134-08-A,Positive diagnosis,What is a key feature of neuropathic pain diagnosis?,It must be preceded by a specific event or condition.,It can only be diagnosed based on the presence of paresthesias and dysesthesias in the painful area.,The pain location is always symmetrical and follows a predictable pattern.,A diagnostic tool like the DN4 questionnaire can help confirm the neuropathic nature of the pain with high sensitivity and specificity.,d
OIC-134-11-A,Positive diagnosis,What is the primary pathophysiology underlying non-disciplinary pain syndromes such as fibromyalgia?,A reduction in inhibitory mechanisms and/or an increase in facilitatory mechanisms,An abnormality in the somato-sensory system leading to tissue damage,A genetic predisposition causing hypersensitivity to pain stimuli,A central neurological disorder of the pain pathways with a reduction in pain modulation,a
OIC-134-04-A,Positive diagnosis,What is the primary objective when assessing acute pain?,"Evaluating the efficacy, tolerance, and compliance with analgesic treatment","Assessing the intensity of the pain using validated scales (EN 0-10 oral or visual and VAS: pain intensity mild if <4, moderate between 4 and 6, severe if > 6)",Identifying the underlying cause of chronic pain,Determining the patient's level of relief from treatment,b
OIC-134-03-A,,What is the primary objective of assessing pain in acute versus chronic conditions?,To establish curative treatment for acute pain,To identify etiological factors for both acute and chronic pain,To assess the efficacy of analgesic treatment for chronic pain patients,To determine the level of relief from pain in patients with acute or chronic conditions,a
OIC-134-05-B,,What percentage of patients admitted to emergency departments experience moderate to severe pain?,More than 80%,Less than one in two,60%,One-third (31%),d
OIC-109-07-B,Etiologies,What is the primary cause of psychogenic astasia-abasia?,Apraxia of walking,Frontal ataxia,Depressive syndrome and sliding syndrome,Muscle weakness due to neurological disorders,c
OIC-109-03-B,Positive diagnosis,What is the primary purpose of performing a Romberg test during a clinical examination for balance disorders?,To assess frontal and sagittal posture,To evaluate functional ambulation classification (FAC) in patients with gait disorders,To determine if a patient can walk barefoot safely without assistance,To measure the distance walked by a patient during a 6-Minute Walk Test,c
OIC-109-06-A,Definition,What is Abasia Astasia?,A fear of losing balance while walking,Panic due to difficulty in taking steps,Anxiety caused by being forced to walk against one's will,A condition characterized by a reluctance to move due to fear of falling,d
OIC-109-10-B,Etiologies,"A patient with a gait disorder presents with sudden onset, spontaneous remission, and an inconsistent clinical expression. Which is most likely a characteristic presentation of a psychogenic gait disorder?",A slow and stiff gait,A 'bouncing' or robotic-looking gait,A consistent and progressive worsening of symptoms,A sudden loss of sensation in the legs,b
OIC-109-08-B,Etiologies,"What type of gait disorder is characterized by a waddling motion, often resulting from motor deficits in the lower limbs and pelvic girdle?",Spastic gait,Flaccid gait,Waddling gait is characteristic of metabolic or inflammatory myopathies leading to hyperlordosis and associated muscle cramps.,A waddling gait is typically caused by a neurological disorder affecting the brain's motor control.,c
OIC-109-05-A,Positive diagnosis,What is the primary purpose of clinical and video evidence in diagnosing lameness?,To confirm a diagnosis of an underlying medical condition.,To rule out potential causes of lameness,To provide additional information for a positive diagnosis,To support the use of pain medication.,b
OIC-109-01-A,Positive diagnosis,What is the primary purpose of assessing a patient's gait disorder?,To determine if the patient needs physical therapy,To evaluate the severity of the disorder and its impact on daily life,To identify potential underlying medical conditions that may be contributing to the gait disorder,To assess the patient's cognitive abilities,b
OIC-109-09-A,Etiologies,What is a characteristic of the motor component of Post-Fall Syndrome?,The patient can move into antepulsion when standing.,"The gait is heel-toe, with a narrowing of the support polygon and straightening of the knees.",The patient tends to retropelate and is unable to move into antepulsion in the armchair.,The patient's posture remains upright throughout the day.,c
OIC-109-13-A,Complementary examinations,What is a complementary examination other than imaging for a walking or balance disorder?,Pulmonary Embolism ECG,Blood gas analysis,PR (Pulmonary Embolism) EMG,Stroke Blood gas analysis,b
OIC-109-02-A,,How should the examiner assess balance during a gait disorder examination?,With eyes open only,"In bipodal support with feet together or apart, and then closed",While transferring around the room,Using a treadmill to simulate uneven terrain,b
OIC-109-04-A,Positive diagnosis,What is a common origin of gait disorders characterized by 'mowing' as a motor deficit?,Cerebellar ataxia,Vestibular ataxia,Peripheral origin (stepping),Central nervous system degeneration,a
OIC-109-12-A,Complementary examinations,What is the primary indication for a cerebral MRI in patients with gait and balance disorders?,To rule out an acute ischemic stroke,When there are atypical features of Parkinson's disease,For chronic hydrocephalus in adults only,In all cases to rule out a subdural hematoma,a
OIC-351-06-A,Positive diagnosis,What is a key feature of acute delirium?,Fluctuating course,Permanent onset,Sudden onset only,No confusion or disturbance of attention and cognition,a
OIC-351-04-A,,What is a common cause of agitation in seniors that should be ruled out before suggesting a psychiatric etiology?,Stroke,Alcohol intoxication or withdrawal complications (delirium tremens),Hypercalcemia,Manic episode as part of bipolar disorder type I,c
OIC-351-02-A,Definition,What is a key characteristic of hallucinations?,Experiencing a loss of contact with reality,Shared by the socio-cultural group,Sensory perception without a detectable object,Not an alteration in thought content,c
OIC-351-11-A,Management,When is physical restraint used in managing agitation?,As a first-line intervention to calm the patient.,After other non-pharmacological and pharmacological treatments have failed or when there is imminent danger to the patient or others.,To sedate patients with long QT syndrome before administering antipsychotics.,"In all cases of agitation, as a standard procedure.",b
OIC-351-10-A,Management,What is the primary purpose of conducting a comprehensive examination in patients with agitation and acute delirium?,To identify potential causes of agitation,To confirm the diagnosis of a specific medical condition,To monitor the effectiveness of antipsychotic treatment,To rule out underlying neurological disorders,a
OIC-351-07-A,Positive diagnosis,"In persistent delusional disorder, what is typically observed regarding the organisation and coherence of delusional ideas?",Unsystematised and vague with no logic or narrative thread.,Systematised with an apparent logic to the delusion.,Fluctuating in coherence and often changing themes.,Often accompanied by a clear diagnosis of schizophrenia.,b
OIC-351-03-A,Definition,What are some common symptoms of acute delirium?,Only positive psychotic symptoms like delusional ideas and hallucinations,"Positive psychotic symptoms, depressive symptoms, and negative psychotic symptoms",Only depressive or manic symptoms,Hallucinations only,b
OIC-351-05-A,,What is a key consideration when identifying manic symptoms?,Delusions are generally incongruent with mood.,"Manic episodes can occur without psychotic features, but may be triggered by substance-induced bipolar disorder or medical pathology such as hyperthyroidism.",Delusions are always congruent with mood in manic episodes.,Psychotic symptoms only occur during mania.,b
OIC-351-01-A,Definition,What is agitation?,A state of calmness and relaxation,An emotional state characterized by restlessness and hyperactivity,A type of delirium that can be caused by a medical condition,A psychiatric disorder requiring immediate treatment with medication.,b
OIC-351-08-A,Positive diagnosis,Which of the following is a characteristic of auditory hallucinations?,They are typically visual in nature.,They often involve hostile voices and can be heard by others nearby.,They only occur in patients with known voices.,They are usually associated with changes in emotional state.,b
OIC-351-09-B,Positive diagnosis,What factors should raise concern for a non-psychiatric etiology when evaluating patients with acute conditions?,Confusional syndrome,"Physical signs of dehydration, physical signs of infection, cardiovascular or respiratory failure, urinary incontinence or fecal impaction, and abnormalities on neurological examination.",Only confusional syndrome,All psychiatric causes are ruled out by the presence of these factors,b
