id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-124-18-B,,Which of the following is NOT a differential diagnosis for age-related androgen deficiency (TDS)?,Hypothyroidism,Prolactin adenoma,Diabetes mellitus,Iatrogenic hypogonadism,C
OIC-124-13-B,Management,Which of the following dietary and hygienic measures is recommended for menopausal women to manage their health effectively?,Increase intake of saturated fats and eliminate all physical activity.,Maintain high carbohydrate consumption and avoid calcium supplementation.,"Avoid cardiovascular risk factors such as tobacco and alcohol, and ensure adequate calcium and vitamin D intake.",Focus solely on weight loss through extreme dieting and ignore regular physical activity.,C
OIC-124-10-B,,"Before initiating Hormone Replacement Therapy (HRT), which of the following additional tests is NOT typically required based on the provided educational content?",Mammogram,Lipid profile analysis,Utero-ovarian ultrasound,Bone densitometry,C
OIC-124-15-A,Definition,"What is the preferred term for describing the condition characterized by a decrease in serum androgens associated with advancing age, which impacts quality of life and the function of certain organs, and is identified by a test of testosterone total and bioavailable in the morning (8-11 AM)?",Menopause,Premature Ovarian Failure,Andropause,Age-Related Androgen Deficiency Syndrome,D
OIC-124-03-B,,What are the diagnostic criteria for premature ovarian failure (POI)?,FSH < 25 IU/l and estradiol > 20 pg/ml on two occasions 4 weeks apart,Primary or secondary amenorrhea lasting more than 6 months and before the age of 45,FSH > 25 IU/l and estradiol < 20 pg/ml on two occasions 4 weeks apart,Increase in pituitary gonadotropins without changes in FSH or estradiol levels,C
OIC-124-19-B,Physiopathology,What are the potential long-term effects of untreated age-related androgen deficiency?,Improved bone density and muscle strength,Increased risk of osteoporosis and sarcopenia,Enhanced memory and attention,Reduced cardiovascular risk,B
OIC-124-17-A,Positive diagnosis,Which of the following is a correct criterion for the clinical diagnosis of andropause based on the provided educational content?,Total testosterone levels must be above 3.5 ng/ml (12 nmol/l) for a positive diagnosis.,"Bioavailable testosterone levels must be below 0.7 ng/ml, with a total testosterone between 2.3 and 3.5 ng/ml (8-12 nmol/l).",Higham score is used to assess the severity of hypotestosteronemia.,Obesity and increased visceral fat are not considered in the physical examination for andropause.,B
OIC-124-14-A,Positive diagnosis,"In a postmenopausal woman experiencing metrorrhagia, which of the following steps is NOT recommended as part of the initial investigation to rule out endometrial cancer?",Conducting a clinical examination to rule out vaginal or cervical causes.,Performing a pelvic ultrasound to measure the thickness of the endometrium.,Administering a course of antibiotics as a first-line treatment.,Carrying out an endometrial biopsy using the Cornier pipelle.,C
OIC-074-01-A,Definition,Which of the following is NOT a main class of psychotropic drugs?,Antipsychotics,Antibiotics,Anxiolytics,Psychostimulants,B
OIC-074-24-A,Definition,Which of the following is a therapeutic non-amphetamine psychostimulant used in France?,Amphetamine,Methylphenidate,Cocaine,LSD,B
OIC-074-03-A,Definition,Which of the following is NOT a characteristic of second-generation antipsychotics compared to first-generation antipsychotics?,Second-generation antipsychotics have a better neurological safety profile.,Second-generation antipsychotics are associated with a higher risk of extrapyramidal syndrome.,Second-generation antipsychotics include drugs like Olanzapine and Risperidone.,Second-generation antipsychotics have a higher risk of adverse metabolic effects.,B
OIC-074-04-B,Management,Which of the following is an absolute contraindication for the use of antipsychotic medications?,A history of mild anxiety,Known hypersensitivity to the compound,Presence of epilepsy,Pregnancy,B
OIC-074-11-A,,Which of the following is NOT a symptom associated with Serotonin Syndrome?,Confusion,Muscular rigidity,Hypertension,Hypothermia,D
OIC-074-19-A,Management,"When prescribing hypnotics for elderly patients, which of the following is the correct approach according to the guidelines provided?",Prescribe the maximum effective dose for a long-term treatment.,Prescribe zolpidem without a secure prescription for up to 90 days.,Prescribe a short half-life treatment for insomnia associated with falling asleep.,Prescribe a long half-life treatment for insomnia during the second half of the night and inform patients about the risk of drowsiness.,D
OIC-074-13-A,Management,Which of the following is an absolute contraindication for prescribing benzodiazepine anxiolytics to elderly patients?,Mild renal insufficiency,Known hypersensitivity,History of paradoxical reactions,Pregnancy,B
OIC-074-02-B,Epidemiology,"Based on the consumption levels of psychotropic drugs in France in 2015, which of the following statements is correct?",The prevalence of anxiolytics use is higher in men than in women.,Hypnotics are most commonly used by people aged 65 and over.,Antidepressants have a higher prevalence in women (10%) compared to men (5%).,Antipsychotics are most commonly used by people aged 80 and over.,C
OIC-074-18-A,Management,Which of the following is a contraindication for the use of zolpidem and zopiclone?,Patients with mild asthma,Patients with myasthenia,Patients over 65 years of age,Patients with controlled hypertension,B
OIC-074-20-A,Management,"Which of the following statements accurately reflects the potential adverse effects of zopiclone and zolpidem in comparison to benzodiazepines, especially in the elderly?","Zopiclone and zolpidem can cause increased alertness and improved memory, unlike benzodiazepines.","Zopiclone and zolpidem have no potential for pharmacological tolerance, use disorders, or rebound anxiety upon cessation, unlike benzodiazepines.","Zopiclone and zolpidem share similar potential adverse effects as benzodiazepines, including pharmacological tolerance, use disorders, and rebound anxiety, particularly in the elderly.",Zopiclone and zolpidem are less likely to cause dependency and withdrawal symptoms compared to benzodiazepines.,C
OIC-074-12-A,Definition,Which of the following statements accurately describes the characteristics of benzodiazepines as anxiolytics?,They are known for their immediate effectiveness and lack of tolerance.,They primarily provide muscle relaxation and anticonvulsant properties without affecting anxiety.,"They are fast-acting, effective from the first dose, but carry a risk of pharmacological tolerance and should be prescribed at the lowest possible dosage for a limited period.",They are the only class of anxiolytics that has an antidote available.,C
OIC-074-14-A,Management,"When prescribing anxiolytics for elderly patients, which of the following guidelines should be followed?",Prescribe the maximum recommended dose immediately to ensure effectiveness.,Combine two different anxiolytics to enhance the treatment's efficacy.,Start with the lowest effective dose and explain the transient nature of the treatment.,Systematically renew prescriptions every 4 weeks without reassessment.,C
OIC-074-22-B,Management,Which of the following statements about the use of lithium salts in the treatment of bipolar disorder is correct?,Lithium salts are contraindicated in patients with severe renal insufficiency.,Lithium salts are not effective in treating manic episodes.,Lithium salts are not recommended for preventing the recurrence of bipolar episodes.,Lithium salts are not considered a first-line treatment option for bipolar disorder.,A
OIC-074-07-A,Emergency identification,"When prescribing antipsychotics in emergency situations for agitation, which of the following is the recommended route of administration and pre-therapeutic assessment protocol?","Intramuscular administration only, with ECG assessment before administration.","Oral administration only, with no need for ECG assessment.","Oral administration preferred, with ECG assessment before administration, and intramuscular administration if oral is not possible.","Intramuscular administration preferred, with ECG assessment after administration.",C
