id,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-263-05-B,Positive diagnosis,What are the primary signs of typical Hemolytic Uremic Syndrome (HUS) in children?,Fatigue and thrombocytopenia,"Anaemia, renal failure, and bloody diarrhoea","Thrombosis, hypertension, and kidney stones","Infection, fever, and abdominal pain",b
OIC-263-03-B,Etiologies,What is a common cause of Thrombotic Microangiopathy (MAT) Syndrome?,Typical enterobacteria producing Shiga-like toxins,Malignant hypertension and dysimmune disease,Infections such as HIV virus and H1N1 influenza,Cancer and medications like cyclosporine,a
OIC-263-02-A,Definition,What is a key characteristic of Thrombotic Microangiopathy Syndrome (MAT syndrome)?,It only affects the blood vessels in the kidneys.,"It is characterized by hemolytic anemia, thrombocytopenia, and organ dysfunction.",It is a type of anemia that occurs only in people with kidney disease.,It is caused solely by mechanical damage to red blood cells.,b
OIC-263-08-B,Positive diagnosis,What is the primary interest of Renal Artery Doppler in diagnosing renal artery stenosis?,Direct visualization of the renal arteries,Flow analysis and measurement of resistance indexes,Kidney size asymmetry assessment,Demonstration of calcifications,b
OIC-263-06-A,Positive diagnosis,What is the most common type of renal artery stenosis?,Fibrodysplasia of the Media,Atheromatous Stenosis,Both types are equally common,Renal artery stenosis only occurs in women under 25,b
OIC-263-09-A,Definition,What is a common cause of renal infarction?,Atrial fibrillation,Thrombophilia,Valvulopathy,Cholesterol crystal emboli disease,b
OIC-263-01-A,Definition,What type of vascular nephropathy involves damage to the small vessels?,"Thrombotic microangiopathy syndrome (HUS, PTT)",HTA and malignant nephroangiosclerosis (intrarenal vessels of all calibres),"Acute occlusion of one or more renal arteries, causing renal infarction",Benign nephroangiosclerosis (intrarenal vessels of all calibres),a
OIC-134-07-A,Positive diagnosis,What is the primary function of nociceptive pain?,To provide information about a stimulus that threatens tissue integrity.,To mask other types of pain,To cause chronic inflammation,To induce long-term tissue damage,a
OIC-134-10-A,Positive diagnosis,What is a key consideration when assessing pain in elderly patients?,Only consider cognitive impairment as a potential cause of undertreated pain,"Assess the patient's health status, including comorbidities and chronic treatments, before prescribing analgesics",Use only pharmacological interventions to manage pain in elderly patients,"Ignore warning signs and behaviors suggestive of pain, as they are not reliable indicators",b
OIC-134-01-A,Definition,"According to the WHO definition of pain, what is the primary characteristic of pain?",A purely physical sensation,"Always a personal experience influenced by biological, psychological, social, and environmental factors",Only present when actual or potential tissue damage occurs,Involuntary and unlearned,b
OIC-134-09-A,Positive diagnosis,What percentage of patients with all types and stages of cancer report experiencing pain?,28%,53%,62%,75%,b
OIC-134-02-B,Physiopathology,What is the primary mechanism by which nociceptive information is transmitted from peripheral receptors to the brain?,Through the activation of NMDA receptors in the central nervous system,By the simultaneous activation of large diameter fibers and inhibition of small diameter fibers in the spinal cord,Via the release of pro-nociceptive substances such as bradykinin and prostaglandins at the peripheral level,"Through ectopic discharges at nerve lesions, which result from dysfunctional ion channels",b
OIC-134-06-A,Positive diagnosis,What is the primary objective when assessing acute pain in adults?,"To evaluate the efficacy, tolerance, and compliance with analgesic treatment","To diagnose and assess the nature of the patient's pain (acute or chronic, neuropathic, nociceptive, nociplastic, visceral, mixed)","To identify the 'emergency' to be treated, the level of painkillers to be used, the evolution of the pain, and the patient's level of relief","To assess the intensity of the pain by encouraging the patient to self-assess using validated scales (EN 0-10 oral or visual and VAS: pain intensity mild if <4, moderate between 4 and 6, severe if >6)",b
OIC-134-08-A,Positive diagnosis,What is the main characteristic of neuropathic pain?,It is always caused by excess nociception.,It is a type of pain that occurs in response to injury or disease of the somatosensory system.,It can only be diagnosed through specific tests and examinations.,It is always accompanied by motor deficits.,b
OIC-134-11-A,Positive diagnosis,What is the primary pathophysiology of non-disciplinary pain syndromes like fibromyalgia?,A reduction in inhibitory mechanisms and/or an increase in facilitatory mechanisms,An alteration in nociception due to a tissue lesion or disease affecting the somato-sensory system,A central neurological disorder of the pain pathways with no identified contributing factor,A genetic predisposition to pain sensitivity,a
OIC-134-04-A,Positive diagnosis,What is the primary objective when assessing acute pain in adults?,"To evaluate the efficacy, tolerance, and compliance with analgesic treatment","To assess the intensity of pain by encouraging the patient to self-assess using validated scales (EN 0-10 oral or visual and VAS: pain intensity mild if <4, moderate between 4 and 6, severe if > 6)",To diagnose and treat the underlying cause of chronic pain,"To evaluate the sensory, emotional, cognitive, and behavioural components of chronic pain",b
OIC-134-03-A,,What is the primary objective when conducting an interview for acute pain?,"Evaluating the efficacy, tolerance, and compliance with analgesic treatment","Assessing the intensity of the pain by encouraging the patient to self-assess using validated scales (EN 0-10 oral or visual and VAS: pain intensity mild if <4, moderate between 4 and 6, severe if > 6)","Evaluating the efficacy, tolerance, and compliance with analgesic treatment for chronic pain",Diagnosing and assessing acute and chronic pain,b
OIC-134-05-B,,"According to the text, what percentage of chronic pain patients experience psychosocial repercussions?",10%,20%,45%,60%,c
OIC-109-07-B,Etiologies,What is the primary cause of secondary astasia-abasia?,Depressive syndrome,Apraxia of walking,Frontal ataxia,Psychogenic astasia-abasia,c
OIC-109-03-B,Positive diagnosis,What is the primary purpose of the Berg Equilibrium Scale?,To assess balance while walking barefoot in an open corridor,To evaluate frontal and sagittal posture during a Romberg test,To measure functional ability in individuals with gait and balance disorders,To determine the level of difficulty for getting up from a seated position,c
OIC-109-06-A,Definition,What is Abasia Astasia?,A fear of falling while walking,Anxiety caused by being pushed to walk,A condition where a person refuses to walk due to fear of being alone,A physical disability that affects balance and coordination,a
OIC-109-10-B,Etiologies,A patient with a gait disorder presents with sudden onset and spontaneous remission. What is the most likely etiology?,Neurological,Psychogenic (conversive),Depressive,Organic,b
OIC-109-08-B,Etiologies,What type of condition is typically characterized by a waddling gait?,Neuromuscular disorder,Metabolic disorder,Orthopedic condition,Cardiovascular disease,a
OIC-109-05-A,Positive diagnosis,What is the clinical term for a gait abnormality characterized by an inability to lift the hindquarters off the ground when walking?,Trendelenburg,Ducking,Saluting,Lameness,a
OIC-109-01-A,Positive diagnosis,What is an important aspect to assess when evaluating a patient with a gait disorder?,Only cognitive abilities,"The severity of the disorder in everyday life, including falls and independence","The type of main complaint (pain, weakness, etc.)",The full list of medications taken by the patient,b
OIC-109-09-A,Etiologies,What is a characteristic of the motor component of Post-Fall Syndrome?,The patient can move into antepulsion when standing.,"The gait is heel-toe walking, with a narrowing of the support polygon and straightening of the knees.",The patient retropelates in the armchair and has difficulty moving forward.,The patient's posture improves after falling.,c
OIC-109-13-A,Complementary examinations,What is the primary purpose of a blood gas analysis in the presence of a walking or balance disorder?,To diagnose anemia,To identify ionic disorders such as hyponatremia and hypercalcemia,To rule out hypoglycemia as a cause of the disorder,To detect subdural hematoma,b
OIC-109-02-A,,"When examining a patient with a gait disorder, the examiner should conduct the examination without shoes and bare lower limbs to assess:",Locomotion only,Posture and balance only,Neurological deficits only,All aspects of the gait and balance examination,d
OIC-109-04-A,Positive diagnosis,What is a common characteristic of gait disorders of central origin?,Symmetrical and predominantly proximal deficiency,Hemiparesis or hemiplegia resulting in mowing with the homolateral upper limb fixed in adduction,"Vertigo, gait deviation, maneuvers",Painful origin due to a pain avoidance mechanism,b
OIC-109-12-A,Complementary examinations,What is a common indication for performing imaging examinations for gait and balance disorders?,Only when non-acute symptoms are present,When there are atypical features of the Parkinsonian syndrome (cases of Parkinsonian syndromes plus),"In cases where sudden acute symptoms occur, such as stroke or subdural haematoma",For all patients with gait and balance disorders,c
